id,brand,model,model_year,milage,fuel_type,engine,transmission,price
399,BMW,M4 Competition xDrive,2020.0,1120.0,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,,44900
400,Chevy,,2004.0,,Gasoline,295.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,9999
401,INFINITI,Q60 3.0T Premium,,71097.0,Gasoline,300.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,29950
402,,,2013.0,116000.0,Gasoline,170.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,A/T,11999
403,,QX80 Luxe,2022.0,69000.0,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,39777
404,,A4 2.0T Premium,2012.0,105000.0,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,8500
405,Ford,Explorer Eddie Bauer,2021.0,12500.0,E85 Flex Fuel,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,A/T,55000
406,Mazda,MX-5 Miata Base,2001.0,125800.0,Gasoline,,5-Speed M/T,8000
407,BMW,740 i,2013.0,59300.0,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,32500
408,Hyundai,Sonata Hybrid Limited,2016.0,110000.0,Hybrid,199.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,16000
409,BMW,328 i,2011.0,126700.0,,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,16000
410,Jeep,Gladiator Overland,2023.0,4500.0,Gasoline,,9-Speed A/T,62999
411,Ford,F-250 XLT,2022.0,40110.0,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,47995
412,Hyundai,Sonata GLS,2012.0,136991.0,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,2-Speed A/T,12500
413,Porsche,911 Carrera,2015.0,56578.0,Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,,29000
414,Nissan,Frontier SV,2013.0,63300.0,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,33000
415,Kia,Sorento SX Prestige,2023.0,31654.0,Gasoline,2.5L I4 16V GDI DOHC,Automatic,48889
416,Ford,Bronco Outer Banks Advanced,,44000.0,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,22000
417,Porsche,911 Turbo S,2023.0,16701.0,,4.0L H6 24V GDI DOHC,6-Speed Manual,275000
418,Chevrolet,,2016.0,89000.0,,200.0HP Electric Motor Electric Fuel System,A/T,14500
419,,Grand Cherokee L Limited,2022.0,12875.0,,3.6L V6 24V MPFI DOHC,8-Speed Automatic,39860
420,RAM,1500 Limited,2017.0,19000.0,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,25000
421,Mercedes-Benz,AMG E 63 S 4MATIC,2020.0,28200.0,Gasoline,603.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,92500
422,Ford,F-350 Lariat,2019.0,3763.0,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,47999
423,Lincoln,MKC Base,2015.0,87500.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,17900
424,Lexus,,2007.0,215000.0,Gasoline,263.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,10499
425,Audi,A6 55 Premium,2019.0,34580.0,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,7-Speed A/T,37000
426,RAM,1500 Laramie,2021.0,33704.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,88950
427,BMW,650 Gran Coupe i xDrive,2015.0,43500.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,43550
428,Mercedes-Benz,E-Class E 350,2012.0,95428.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,10000
429,Chevrolet,Suburban LT,2018.0,92000.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,22999
430,Porsche,Bronco Wildtrak Advanced,2022.0,10900.0,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,65700
431,Ford,F-150 XLT,2017.0,64517.0,,282.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,34000
432,Jaguar,XF 25t Prestige,2018.0,50340.0,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,29000
433,Ferrari,F12berlinetta Base,2017.0,25520.0,Gasoline,6.3L V12 48V GDI DOHC,7-Speed Automatic with Auto-Shift,449995
434,,F-150 Platinum,2020.0,45617.0,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,40100
435,Lexus,IS 250C Base,2007.0,133500.0,Gasoline,,A/T,9000
436,,,2019.0,73350.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,46750
437,Mazda,,2021.0,39102.0,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,36570
438,Toyota,Tundra SR5 Access Cab,2010.0,,Gasoline,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,16000
439,Toyota.,Land Cruiser Base,2003.0,121800.0,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,5800
440,,AMG GLE 43 Coupe 4MATIC,,71200.0,Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,24900
441,,335 is,2012.0,47000.0,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,130000
442,Jeep,Compass Sport,2008.0,106700.0,Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,7500
443,Subaru,Impreza WRX,2010.0,67500.0,Gasoline,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,,55000
444,Jaguar,XF Premium,2018.0,41000.0,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,24500
445,,Sierra 1500 SLT,2021.0,76100.0,,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,31700
446,Ford,,,48641.0,Diesel,6.7L I6 24V DDI OHV Turbo Diesel,Automatic,76740
447,Audi,,2018.0,63398.0,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,26499
448,Audi,RS 7 4.0T Performance Prestige,2017.0,14269.0,Gasoline,605.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,250000
449,,E-Class E 350,2004.0,95816.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,16900
450,Subaru,WRX Base,2015.0,73120.0,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,21495
451,BMW,750 i xDrive,2019.0,38000.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,49999
452,,Enclave Premium,2022.0,25420.0,Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,28600
453,Toyota.,Tundra SR5 Double Cab,2007.0,122961.0,Gasoline,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,14000
454,,,2023.0,7000.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,50000
455,Jaguar,F-PACE 30t R-Sport,2018.0,,,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,28000
456,Ford,F-250 XL SuperCab H/D,1997.0,90400.0,Gasoline,,A/T,2800
457,Land Rover,Rover LR2 Base,2016.0,112465.0,,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,36500
458,Chevrolet,Silverado 1500 2LT,2019.0,81000.0,,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Transmission Overdrive Switch,32300
459,Porsche,Cayman R,2016.0,38012.0,Gasoline,3.4L H6 24V MPFI DOHC,7-Speed Automatic with Auto-Shift,131999
460,Mercedes,AMG G 63 4MATIC,2021.0,17900.0,,605.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,91000
461,Chevrolet,Suburban 1500 LS,1998.0,134033.0,,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,29995
462,Mercedes-Benz,Sprinter 2500,2004.0,158366.0,Diesel,161.0HP 2.1L 4 Cylinder Engine Diesel Fuel,A/T,2300
463,FORD,Edge SEL,2019.0,32117.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,26125
464,Ford,F-350 Lariat,2017.0,51830.0,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,27500
465,Cadillac,Escalade ESV Sport,2014.0,92000.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,70250
466,Ford,F-150 XLT,2021.0,43000.0,Gasoline,325.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,46500
467,Acura,ILX 2.4L,2016.0,139804.0,Gasoline,150.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,10500
468,FORD,F-250 Platinum,2019.0,9142.0,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,71000
469,BMW,X3 xDrive30i,2021.0,23647.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,11499
470,Porsche,911 GT3,2009.0,13250.0,Gasoline,475.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,75499
471,RAM,1500 Tradesman/Express,2015.0,25000.0,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,19990
472,Buick,,2020.0,61720.0,,2.0L I4 16V GDI DOHC Turbo,Automatic,29725
473,,Explorer ST,2016.0,71964.0,Gasoline,,6-Speed A/T,28500
474,Mercedes,,2016.0,88900.0,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,7-Speed A/T,39100
475,BMW,,2019.0,26000.0,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,37000
476,Porsche,,2011.0,185520.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,7999
477,Lexus,RX 350 F Sport Performance,2018.0,62660.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,25500
478,Toyota,Highlander SE,2019.0,59203.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,20900
479,Lexus,GX 460 Base,2018.0,63500.0,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,58000
480,Jeep,,,87500.0,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,12000
481,Audi,S4 3.0T Premium Plus,2022.0,8700.0,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,275000
482,Chevy,Bolt EUV Premier,2022.0,31000.0,Hybrid,200.0HP Electric Motor Electric Fuel System,A/T,47999
483,Ford,Bronco Big Bend Advanced,2021.0,12000.0,,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,41500
484,,Impreza 2.0i Premium,2013.0,116500.0,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,20708
485,Chevrolet,Camaro 2SS,2016.0,74000.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,26800
486,Porsche,Cayenne GTS,2017.0,47850.0,Gasoline,440.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,52999
487,Porsche,911 Carrera S,2023.0,1800.0,Gasoline,443.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,107900
488,Ford,,2019.0,65441.0,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,43000
489,,Nautilus Reserve,2022.0,27654.0,Gasoline,2.7L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,38900
490,Lexus,GX 460 Premium,2017.0,51335.0,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,25800
491,BMW,M3 Base,2001.0,64500.0,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,15000
492,Nissan,Maxima 3.5 SR,2020.0,60930.0,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,23400
493,BMW,X1 xDrive28i,2020.0,42750.0,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,38000
494,Land,Rover Discovery Sport SE,2019.0,8228.0,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,78990
495,,Sprinter 2500 High Roof,2000.0,135000.0,Diesel,154.0HP 2.7L 5 Cylinder Engine Diesel Fuel,A/T,15000
496,,F-250 Lariat,,92671.0,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,16500
497,Lexus,LX 570 Three-Row,2021.0,28800.0,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,52590
498,,M4 Competition xDrive,2022.0,1050.0,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,30000
499,Ford,Shelby GT350R Base,2020.0,33000.0,,526.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,M/T,49990
500,BMW,328 xi,2006.0,96680.0,Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,12500
501,Lexus,LX 570 Three-Row,2019.0,31150.0,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,42500
502,Lexus,IS 250 Base,2006.0,151896.0,,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,A/T,12990
503,Land,Rover Range Rover Sport Supercharged HSE,2021.0,19800.0,,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,59000
504,Land Rover,Rover Range Rover HSE SWB,,36000.0,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,112500
505,Ford,,2021.0,28220.0,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,75000
506,Mercedes,GLK-Class GLK 350,2014.0,72639.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,10500
507,,Shelby GT500 Base,,10400.0,Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,47124
508,Ford,,2019.0,18000.0,Gasoline,275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,46900
509,,911 Carrera 4S,2018.0,18494.0,Gasoline,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed M/T,94999
510,,,2013.0,,,188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,A/T,22000
511,,Suburban 1500 LS,1999.0,119500.0,Gasoline,300.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,13800
512,Hyundai,,2015.0,,Gasoline,348.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,18400
513,GMC,Acadia SLE,2020.0,69185.0,Gasoline,2.5L I4 16V GDI DOHC,8-Speed Automatic,30825
514,Toyota,Highlander XLE,2022.0,29000.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,39990
515,Ford,Focus RS Base,2014.0,,Gasoline,350.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,29950
516,Mercedes-Benz,E-Class E 350 4MATIC,2013.0,,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,15500
517,Nissan,,2004.0,245000.0,Gasoline,,A/T,5500
518,BMW,X5 xDrive40i,2020.0,41000.0,Gasoline,,8-Speed A/T,50000
519,,340 i,2019.0,48000.0,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,46000
520,Lexus,GX 460 Base,2018.0,45000.0,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,50000
521,Mercedes,AMG GT 63 S 4-Door,2020.0,,Gasoline,630.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,64600
522,Subaru,Impreza WRX STI,2014.0,67250.0,Gasoline,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,15500
523,Volkswagen,Golf GTI 2.0T SE 4-Door,2016.0,89500.0,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,16999
524,,,2021.0,73846.0,Gasoline,5.3L V8 16V GDI OHV,6-Speed Automatic,34645
525,,QX60 Luxe,2018.0,38400.0,Gasoline,,A/T,21250
526,BMW,535 i xDrive,2011.0,76500.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,15999
527,GMC,Yukon XL Denali,2023.0,4500.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,92888
528,Mercedes,E-Class E 350 4MATIC,2009.0,82900.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,11970
529,Mercedes-Benz,GL-Class GL 450 4MATIC,2012.0,87000.0,Gasoline,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,22500
530,Kia,Optima LX,2015.0,109580.0,,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,19500
531,Toyota,Land Cruiser Base,1997.0,150000.0,Gasoline,212.0HP 4.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed A/T,6399
532,Dodge,Challenger R/T Scat Pack,2021.0,35000.0,–,–,8-Speed A/T,48000
533,Kia,Telluride SX,2017.0,56450.0,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,30000
534,RAM,1500 Tradesman/Express,2022.0,24906.0,Gasoline,3.6 Liter DOHC,Automatic,42998
535,Toyota,Tacoma Double Cab,2005.0,242000.0,Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,6880
536,Ford,,2019.0,31000.0,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,39000
537,Nissan,350Z Enthusiast,2005.0,74000.0,Gasoline,287.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,7899
538,Dodge,Challenger SRT Hellcat,2021.0,12600.0,Gasoline,717.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,78500
539,Land Rover,,2016.0,46000.0,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,85500
540,FORD,F-250 XLT SuperCab Super Duty,2011.0,184000.0,Diesel,350.0HP 6.4L 8 Cylinder Engine Diesel Fuel,A/T,58000
541,Bentley,Continental GT V8 S,2020.0,31500.0,Gasoline,521.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,349950
542,FORD,F-150 XLT,2021.0,29830.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,38322
543,Mercedes-Benz,GLS 450 Base 4MATIC,2022.0,15000.0,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,42000
544,Ford,F-150 XLT,2018.0,67500.0,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,30950
545,BMW,,2021.0,,Gasoline,2.0 Liter Turbo,Automatic,41598
546,,,2017.0,57500.0,,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,33700
547,Mercedes,C-Class C 300 4MATIC Sport,2008.0,122000.0,,,A/T,11900
548,Mazda,RX-8 Grand Touring,2013.0,97700.0,Gasoline,232.0HP 1.3L Rotary engine Gasoline Fuel,6-Speed M/T,22000
549,,C-Class C 300 4MATIC Sport,2019.0,61300.0,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,29500
550,Chevy,Colorado ZR2,2021.0,24915.0,,3.6 Liter SIDI DOHC,Automatic,48698
551,Jeep,Wrangler Unlimited Rubicon,2014.0,52000.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,21500
552,Jeep,Wrangler Unlimited Freedom Edition,2019.0,53249.0,Hybrid,2.0L I4 16V GDI DOHC Turbo Hybrid,8-Speed Automatic with Auto-Shift,31953
553,Ford,F-150 Lariat,2020.0,19700.0,,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,49900
554,Mercedes,S-Class S 560 4MATIC,2019.0,10483.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,42999
555,INFINITI,,2009.0,135000.0,,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,,9500
556,Lexus,LC 500 Base,2021.0,64000.0,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,32500
557,RAM,1500 Big Horn,2023.0,1563.0,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,69250
558,,Camaro Base,2001.0,79635.0,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,17550
559,Chevrolet,Trailblazer LS,2022.0,55621.0,Gasoline,3.6L V6 24V GDI DOHC,Automatic,45277
560,Audi,RS 5 2.9T,2019.0,49000.0,Gasoline,444.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,49900
561,Jeep,Grand Cherokee Limited,2021.0,23842.0,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,47449
562,BMW,X7 xDrive40i,,15000.0,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,,108900
563,Land Rover,,2021.0,5483.0,Gasoline,5.0L V8 32V PDI DOHC,8-Speed Automatic,49995
564,Porsche,911 Carrera C2S,2008.0,9628.0,Gasoline,3.0L H6 24V GDI DOHC Twin Turbo,7-Speed Manual,45999
565,,Expedition Timberline,2022.0,24500.0,,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,41500
566,Porsche,911 Carrera,2014.0,65000.0,Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,,43500
567,Jaguar,XK8 Base,2000.0,44000.0,Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,16600
568,,F-150 XLT,2016.0,98000.0,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,21000
569,Jeep,,2019.0,12758.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,84500
570,Audi,S5 3.0T Premium Plus,2014.0,119850.0,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,18500
571,Mercedes-Benz,E-Class E 350,2021.0,16813.0,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,39995
572,Mercedes-Benz,,2017.0,63000.0,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,65000
573,,,2014.0,127500.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,31000
574,,K900 5.0L,2019.0,8263.0,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,23999
575,Volkswagen,Golf Auto TSI S,2018.0,136400.0,Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,27500
576,Toyota,Tundra SR5 Double Cab,2004.0,170000.0,Gasoline,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,4700
577,Porsche,911 Carrera 4S,2022.0,2950.0,Gasoline,443.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,51900
578,Jeep,Wrangler Sport,2002.0,132000.0,Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,11500
579,Land Rover,Rover Defender V8,2022.0,9000.0,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,94999
580,Lamborghini,,2021.0,2950.0,Gasoline,641.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,417500
581,Mercedes,C-Class C 300 4MATIC Sport,2014.0,,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,12900
582,Lexus,RX 450h Base,2018.0,82975.0,Hybrid,308.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,18700
583,Lexus,RX 350 F Sport Performance,2021.0,46707.0,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,143900
584,Cadillac,Escalade ESV Platinum,2017.0,93971.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,24500
585,BMW,340 i,2016.0,86500.0,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,21000
586,Subaru,Outback 2.5i Limited,2015.0,96476.0,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,14999
587,Mercedes,,2022.0,7800.0,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,78000
588,BMW,428 i xDrive SULEV,2017.0,54000.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,34000
589,Porsche,911 GT3 RS,2022.0,10900.0,Gasoline,4.0L H6 24V GDI DOHC,8-Speed Automatic with Auto-Shift,58900
590,Lexus,GX 460 Base,2013.0,89148.0,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,18500
591,Porsche,Macan S,2022.0,29136.0,Gasoline,3.0 Liter Turbo,Automatic,41598
592,RAM,1500 Big Horn,2021.0,25462.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,42886
593,,IS 300 Base,2015.0,107800.0,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,13000
594,Kia,Telluride S,2020.0,2958.0,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,,99950
595,Chevrolet,Corvette Stingray w/3LT,,10500.0,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,75000
596,Chevy,Tahoe LT,2015.0,123500.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,23500
597,BMW,330 i xDrive,2016.0,,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,20150
598,RAM,1500 Big Horn,2021.0,65000.0,Hybrid,395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,40000
599,Mercedes,SL-Class SL500 Roadster,2007.0,222.0,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,84999
600,,,2021.0,13500.0,Gasoline,542.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,74500
